mandi,crop,gross_price,distance_km,perishability,days_in_storage,net_earning,action
Sonipat Mandi,Tomatoes,2600.0,46.8,9,2,2084.96,0
Sonipat Mandi,Tomatoes,2600.0,45.6,8,7,1555.62,2
Sonipat Mandi,Tomatoes,2600.0,66.2,9,10,1035.05,2
Sonipat Mandi,Tomatoes,2000.0,60.3,8,2,1526.54,0
Sonipat Mandi,Tomatoes,2600.0,60.8,8,3,1946.89,2
Sonipat Mandi,Tomatoes,2000.0,47.7,10,10,698.14,2
Sonipat Mandi,Tomatoes,2000.0,51.8,10,6,1105.22,2
Sonipat Mandi,Tomatoes,2600.0,46.5,9,7,1454.7,2
Sonipat Mandi,Tomatoes,2600.0,60.5,10,8,1183.39,2
Sonipat Mandi,Tomatoes,2600.0,59.4,8,7,1514.38,2
Sonipat Mandi,Tomatoes,2000.0,41.7,9,2,1580.94,0
Sonipat Mandi,Tomatoes,2600.0,45.3,9,10,1078.31,2
Sonipat Mandi,Tomatoes,2000.0,67.3,9,9,851.78,2
Sonipat Mandi,Tomatoes,2000.0,54.4,10,10,686.08,2
Sonipat Mandi,Tomatoes,2600.0,53.4,9,5,1684.62,2
Sonipat Mandi,Tomatoes,2600.0,40.6,8,1,2251.77,0
Sonipat Mandi,Tomatoes,2000.0,51.8,10,6,1105.22,2
Rohtak Grain Market,Wheat,2755.0,72.5,2,22,1747.01,1
Rohtak Grain Market,Wheat,3060.0,78.3,2,1,2614.69,2
Rohtak Grain Market,Wheat,2800.0,78.5,1,28,1989.1,1
Rohtak Grain Market,Wheat,2810.0,76.8,2,32,1483.45,2
Rohtak Grain Market,Wheat,2800.0,84.8,1,38,1823.77,2
Rohtak Grain Market,Wheat,2771.0,78.9,1,36,1850.66,2
Rohtak Grain Market,Wheat,2765.0,74.0,2,9,2120.02,0
Rohtak Grain Market,Wheat,2790.0,61.2,2,43,1190.06,2
Rohtak Grain Market,Wheat,2850.0,64.3,2,37,1392.03,2
Rohtak Grain Market,Wheat,2650.0,73.6,2,29,1477.3,1
Rohtak Grain Market,Wheat,2972.0,72.9,1,4,2522.48,2
Rohtak Grain Market,Wheat,2800.0,71.8,1,44,1781.78,2
Rohtak Grain Market,Wheat,3050.0,78.5,1,29,2177.13,1
Rohtak Grain Market,Wheat,2700.0,78.3,2,6,2128.51,0
Rohtak Grain Market,Wheat,2800.0,88.0,1,37,1826.74,2
Rohtak Grain Market,Wheat,3068.0,89.6,2,14,2166.06,1
Rohtak Grain Market,Wheat,2775.0,81.4,1,18,2099.05,1
Rohtak Grain Market,Wheat,2985.0,89.2,2,38,1373.0,2
Rohtak Grain Market,Wheat,2940.0,72.8,2,28,1695.59,1
Rohtak Grain Market,Wheat,2500.0,79.4,2,10,1841.58,0
Rohtak Grain Market,Wheat,2950.0,64.4,1,30,2132.98,1
Rohtak Grain Market,Wheat,2850.0,90.7,1,35,1884.03,2
Rohtak Grain Market,Wheat,2950.0,80.4,1,0,2529.2,2
Rohtak Grain Market,Wheat,2450.0,61.0,1,27,1782.01,1
Rohtak Grain Market,Wheat,2915.0,83.4,1,37,1930.53,2
Rohtak Grain Market,Wheat,3000.0,57.9,1,1,2663.37,2
Rohtak Grain Market,Wheat,2800.0,58.8,1,9,2345.51,2
Rohtak Grain Market,Wheat,2790.0,86.6,2,37,1303.54,2
Rohtak Grain Market,Wheat,3000.0,89.7,2,11,2201.55,0
Rohtak Grain Market,Wheat,2850.0,74.9,1,5,2382.27,2
Rohtak Grain Market,Wheat,2675.0,90.9,1,45,1615.09,2
Rohtak Grain Market,Wheat,2700.0,80.4,1,25,1941.57,1
Rohtak Grain Market,Wheat,2825.0,67.6,2,14,2050.3,1
Rohtak Grain Market,Wheat,2840.0,60.1,2,36,1427.24,2
Rohtak Grain Market,Wheat,2680.0,87.0,1,12,2073.99,0
Rohtak Grain Market,Wheat,2750.0,91.0,1,20,2011.24,1
Rohtak Grain Market,Wheat,2878.0,80.0,2,25,1722.31,1
Rohtak Grain Market,Wheat,3175.0,76.6,2,45,1272.73,2
Rohtak Grain Market,Wheat,2740.0,87.2,2,32,1412.36,2
Rohtak Grain Market,Wheat,2760.0,80.1,2,20,1781.71,1
Rohtak Grain Market,Wheat,2800.0,88.4,1,20,2064.66,1
Rohtak Grain Market,Wheat,2500.0,81.8,2,45,957.67,2
Rohtak Grain Market,Wheat,2830.0,78.7,1,8,2303.13,2
Rohtak Grain Market,Wheat,2949.0,80.5,2,28,1678.44,1
Rohtak Grain Market,Wheat,2680.0,87.0,1,36,1752.16,2
Rohtak Grain Market,Wheat,2900.0,89.7,1,39,1867.78,2
Rohtak Grain Market,Wheat,2815.0,57.2,2,37,1390.72,2
Rohtak Grain Market,Wheat,2870.0,85.2,1,8,2312.6,2
Rohtak Grain Market,Wheat,3060.0,66.1,2,28,1793.7,1
Rohtak Grain Market,Wheat,2820.0,65.7,2,27,1668.33,1
Rohtak Grain Market,Mustard,5950.0,82.5,1,41,4116.65,2
Rohtak Grain Market,Mustard,5600.0,80.7,1,26,4325.37,1
Rohtak Grain Market,Mustard,5925.0,61.1,1,8,5266.04,0
Rohtak Grain Market,Mustard,5950.0,78.2,3,9,4591.49,0
Rohtak Grain Market,Mustard,5970.0,63.0,2,2,5433.49,0
Rohtak Grain Market,Mustard,5721.0,76.8,2,1,5197.85,0
Rohtak Grain Market,Mustard,5925.0,81.2,3,1,5343.16,0
Rohtak Grain Market,Mustard,6000.0,80.1,3,23,3234.46,1
Rohtak Grain Market,Mustard,5810.0,67.0,1,16,4874.64,1
Rohtak Grain Market,Mustard,5650.0,90.1,1,29,4238.66,1
Rohtak Grain Market,Mustard,6100.0,62.4,2,10,5013.54,0
Rohtak Grain Market,Mustard,5800.0,64.8,1,25,4583.54,1
Rohtak Grain Market,Mustard,5980.0,64.0,3,9,4669.67,0
Rohtak Grain Market,Mustard,6000.0,90.7,3,16,3895.96,0
Rohtak Grain Market,Mustard,6010.0,64.7,3,33,2273.05,2
Rohtak Grain Market,Mustard,5920.0,85.7,2,3,5220.98,0
Rohtak Grain Market,Mustard,5850.0,89.0,1,9,5044.55,0
Rohtak Grain Market,Mustard,5920.0,66.8,3,40,1540.28,2
Rohtak Grain Market,Mustard,5970.0,58.5,3,38,1765.6,2
Rohtak Grain Market,Mustard,7150.0,65.6,1,25,5705.03,2
Rohtak Grain Market,Mustard,5915.0,60.2,3,1,5426.34,0
Rohtak Grain Market,Mustard,6100.0,78.0,2,35,3263.66,2
Rohtak Grain Market,Mustard,5800.0,80.2,1,34,4237.19,2
Rohtak Grain Market,Mustard,5810.0,85.2,1,24,4545.7,1
Rohtak Grain Market,Mustard,5800.0,71.4,1,4,5234.0,0
Rohtak Grain Market,Mustard,6010.0,61.1,3,44,1167.89,2
Rohtak Grain Market,Mustard,5680.0,86.0,1,17,4651.1,1
Rohtak Grain Market,Mustard,5550.0,60.9,2,21,3863.38,1
Rohtak Grain Market,Mustard,5450.0,80.2,3,38,1573.71,2
Rohtak Grain Market,Mustard,5300.0,57.9,1,16,4459.84,0
Rohtak Grain Market,Mustard,5800.0,74.4,3,8,4578.92,0
Rohtak Grain Market,Mustard,5750.0,91.3,1,1,5192.81,0
Rohtak Grain Market,Mustard,5680.0,56.8,2,32,3271.45,2
Rohtak Grain Market,Mustard,6000.0,64.5,2,19,4315.29,1
Rohtak Grain Market,Mustard,5450.0,60.3,3,36,1784.52,2
Rohtak Grain Market,Mustard,6800.0,69.9,1,6,6120.87,2
Rohtak Grain Market,Mustard,5980.0,71.9,3,4,5138.2,0
Rohtak Grain Market,Mustard,5000.0,60.0,2,42,2296.48,2
Rohtak Grain Market,Mustard,5000.0,89.9,2,8,4063.89,0
Rohtak Grain Market,Mustard,6090.0,65.4,2,8,5129.21,0
Rohtak Grain Market,Mustard,5750.0,88.5,1,13,4828.28,0
Rohtak Grain Market,Mustard,5750.0,65.6,2,28,3545.63,1
Rohtak Grain Market,Mustard,6200.0,69.7,2,43,2788.98,2
Rohtak Grain Market,Mustard,5400.0,64.8,2,2,4880.39,0
Rohtak Grain Market,Mustard,6010.0,86.9,2,37,3057.31,2
Rohtak Grain Market,Mustard,5875.0,76.8,2,19,4177.99,1
Rohtak Grain Market,Mustard,5925.0,56.8,1,37,4318.6,2
Rohtak Grain Market,Mustard,5980.0,65.8,2,32,3427.61,2
Rohtak Grain Market,Mustard,5492.0,64.8,2,43,2463.83,2
Rohtak Grain Market,Mustard,5740.0,61.3,3,44,1112.66,2
Rohtak Grain Market,Potatoes,1750.0,58.7,3,29,693.51,2
Rohtak Grain Market,Potatoes,2420.0,60.1,3,2,2025.51,2
Rohtak Grain Market,Potatoes,1150.0,65.7,3,25,457.24,2
Rohtak Grain Market,Potatoes,2320.0,71.2,3,18,1320.36,1
Rohtak Grain Market,Potatoes,1725.0,88.3,5,22,439.67,2
Rohtak Grain Market,Potatoes,2440.0,59.0,3,11,1704.81,2
Rohtak Grain Market,Potatoes,2310.0,82.0,5,1,1837.96,2
Rohtak Grain Market,Potatoes,1780.0,73.9,4,4,1276.31,0
Rohtak Grain Market,Potatoes,2320.0,58.8,4,23,900.03,2
Rohtak Grain Market,Potatoes,1900.0,69.2,4,4,1401.74,0
Rohtak Grain Market,Potatoes,1700.0,59.0,4,21,694.65,2
Rohtak Grain Market,Potatoes,2350.0,67.0,5,25,500.38,2
Rohtak Grain Market,Potatoes,2100.0,85.1,3,5,1524.3,0
Rohtak Grain Market,Potatoes,1900.0,70.2,3,9,1295.63,0
Rohtak Grain Market,Potatoes,1845.0,70.9,4,10,1131.68,0
Rohtak Grain Market,Potatoes,1500.0,88.4,4,20,557.54,1
Rohtak Grain Market,Potatoes,1900.0,59.8,4,11,1172.37,0
Rohtak Grain Market,Potatoes,1800.0,66.3,4,17,867.66,1
Rohtak Grain Market,Potatoes,1400.0,62.6,4,7,907.13,0
Rohtak Grain Market,Potatoes,3400.0,62.2,3,18,2063.22,2
Rohtak Grain Market,Potatoes,1850.0,81.7,5,4,1271.91,0
Rohtak Grain Market,Potatoes,1200.0,83.2,5,22,272.54,2
Rohtak Grain Market,Potatoes,1750.0,78.7,5,29,204.13,2
Rohtak Grain Market,Potatoes,1700.0,74.7,4,28,436.19,2
Rohtak Grain Market,Potatoes,1400.0,82.7,3,18,675.9,1
Rohtak Grain Market,Potatoes,3100.0,82.2,5,15,1467.46,1
Rohtak Grain Market,Potatoes,1650.0,70.0,3,9,1091.08,0
Rohtak Grain Market,Potatoes,1100.0,59.0,3,25,446.87,2
Rohtak Grain Market,Potatoes,2100.0,65.6,3,27,906.08,2
Rohtak Grain Market,Potatoes,1300.0,75.5,3,10,766.08,0
Rohtak Grain Market,Potatoes,3400.0,63.7,4,25,1218.14,2
Rohtak Grain Market,Potatoes,2160.0,81.1,3,25,963.52,2
Rohtak Grain Market,Potatoes,5700.0,73.6,4,1,5128.68,2
Rohtak Grain Market,Potatoes,2575.0,87.0,4,5,1876.16,2
Rohtak Grain Market,Potatoes,1400.0,81.7,5,8,763.31,0
Rohtak Grain Market,Potatoes,1800.0,78.2,3,22,852.91,2
Rohtak Grain Market,Potatoes,1280.0,88.6,4,21,424.43,2
Rohtak Grain Market,Potatoes,3400.0,73.6,5,13,1830.49,2
Rohtak Grain Market,Potatoes,1800.0,88.0,5,7,1080.72,0
Rohtak Grain Market,Potatoes,3500.0,78.4,3,9,2578.69,2
Rohtak Grain Market,Potatoes,800.0,64.3,5,19,212.7,1
Rohtak Grain Market,Potatoes,1850.0,89.2,4,1,1377.72,0
Rohtak Grain Market,Potatoes,2950.0,74.7,5,9,1865.04,2
Rohtak Grain Market,Potatoes,1700.0,86.5,5,15,702.21,1
Rohtak Grain Market,Potatoes,3800.0,77.1,5,17,1654.75,2
Rohtak Grain Market,Potatoes,1300.0,67.3,3,2,936.19,0
Rohtak Grain Market,Potatoes,1750.0,66.7,3,0,1414.85,0
Rohtak Grain Market,Potatoes,5000.0,56.7,3,17,3223.53,2
Rohtak Grain Market,Potatoes,2300.0,59.3,4,4,1796.38,2
Rohtak Grain Market,Potatoes,2000.0,70.8,5,21,607.32,2
Rohtak Grain Market,Onions,1800.0,80.5,5,2,1317.64,0
Rohtak Grain Market,Onions,3000.0,70.9,5,8,1991.92,1
Rohtak Grain Market,Onions,8000.0,69.4,4,18,4275.73,2
Rohtak Grain Market,Onions,2880.0,66.0,5,5,2146.59,1
Rohtak Grain Market,Onions,3800.0,85.4,5,2,3139.32,2
Rohtak Grain Market,Onions,2900.0,82.5,4,20,1284.79,2
Rohtak Grain Market,Onions,2800.0,78.7,5,8,1816.29,0
Rohtak Grain Market,Onions,2200.0,83.5,4,0,1780.25,0
Rohtak Grain Market,Onions,1055.0,89.7,5,22,214.29,2
Rohtak Grain Market,Onions,2900.0,73.5,4,16,1546.93,1
Rohtak Grain Market,Onions,3200.0,80.7,5,19,1192.33,2
Rohtak Grain Market,Onions,3200.0,85.0,5,23,853.59,2
Rohtak Grain Market,Onions,1699.0,84.7,5,4,1129.81,0
Rohtak Grain Market,Onions,3000.0,89.9,6,16,1075.03,1
Rohtak Grain Market,Onions,2200.0,90.3,6,13,930.81,1
Rohtak Grain Market,Onions,7200.0,91.0,6,10,4253.76,2
Rohtak Grain Market,Onions,2800.0,65.6,4,2,2331.26,2
Rohtak Grain Market,Onions,1450.0,79.9,4,25,424.58,2
Rohtak Grain Market,Onions,2500.0,75.5,4,19,1147.98,2
Rohtak Grain Market,Onions,2700.0,85.2,5,24,633.53,2
Rohtak Grain Market,Onions,3100.0,83.3,5,8,2023.99,1
Rohtak Grain Market,Onions,2800.0,79.2,6,4,2043.79,1
Rohtak Grain Market,Onions,4250.0,64.0,4,24,1643.85,2
Rohtak Grain Market,Onions,2500.0,74.7,4,1,2063.12,0
Rohtak Grain Market,Onions,3000.0,65.9,4,14,1755.25,1
Rohtak Grain Market,Onions,2000.0,89.3,4,23,698.05,2
Rohtak Grain Market,Onions,3500.0,82.9,5,19,1314.49,2
Rohtak Grain Market,Onions,4300.0,59.7,4,12,2809.09,2
Rohtak Grain Market,Onions,3400.0,90.3,5,23,906.95,2
Rohtak Grain Market,Onions,2000.0,72.2,5,22,555.93,2
Rohtak Grain Market,Onions,1800.0,78.4,6,17,547.55,1
Rohtak Grain Market,Onions,5200.0,64.7,6,4,4112.95,2
Rohtak Grain Market,Onions,2250.0,67.8,5,23,588.97,2
Rohtak Grain Market,Onions,6750.0,70.0,5,4,5544.0,2
Rohtak Grain Market,Onions,2900.0,66.7,6,25,381.28,2
Rohtak Grain Market,Onions,6500.0,83.1,5,14,3477.71,2
Rohtak Grain Market,Onions,2100.0,85.1,4,22,790.62,2
Rohtak Grain Market,Onions,2855.0,69.2,5,13,1516.76,1
Rohtak Grain Market,Onions,3800.0,70.3,6,20,954.14,2
Rohtak Grain Market,Onions,3200.0,84.7,5,13,1680.46,1
Rohtak Grain Market,Onions,2100.0,85.7,5,8,1270.99,0
Rohtak Grain Market,Onions,2830.0,82.0,6,5,1971.61,1
Rohtak Grain Market,Onions,2300.0,73.6,4,3,1784.36,0
Rohtak Grain Market,Onions,3350.0,64.9,4,10,2273.12,2
Rohtak Grain Market,Onions,4500.0,83.8,4,16,2484.27,2
Rohtak Grain Market,Onions,1500.0,80.7,6,25,166.03,2
Rohtak Grain Market,Onions,4300.0,75.9,6,16,1641.92,1
Rohtak Grain Market,Onions,3600.0,90.3,4,8,2522.29,2
Rohtak Grain Market,Onions,1600.0,72.6,4,1,1211.51,0
Rohtak Grain Market,Onions,3200.0,81.4,4,5,2437.34,2
Rohtak Grain Market,Tomatoes,1560.0,73.7,10,0,1197.15,0
Rohtak Grain Market,Tomatoes,2200.0,76.3,9,1,1714.77,0
Rohtak Grain Market,Tomatoes,3000.0,86.4,9,9,1311.32,2
Rohtak Grain Market,Tomatoes,1845.0,63.0,10,9,701.32,2
Rohtak Grain Market,Tomatoes,1865.0,67.7,10,9,700.6,2
Rohtak Grain Market,Tomatoes,3000.0,62.8,9,7,1652.9,2
Rohtak Grain Market,Tomatoes,1870.0,77.0,10,8,772.77,2
Rohtak Grain Market,Tomatoes,2400.0,88.9,9,1,1846.54,0
Rohtak Grain Market,Tomatoes,2070.0,81.1,10,7,964.92,2
Rohtak Grain Market,Tomatoes,1845.0,80.1,10,4,1100.21,2
Rohtak Grain Market,Tomatoes,2000.0,56.7,10,10,681.94,2
Rohtak Grain Market,Tomatoes,3250.0,86.8,10,3,2291.41,2
Rohtak Grain Market,Tomatoes,2400.0,60.6,10,10,831.72,2
Rohtak Grain Market,Tomatoes,3200.0,63.6,8,1,2713.01,1
Rohtak Grain Market,Tomatoes,1810.0,59.3,9,3,1262.82,2
Rohtak Grain Market,Tomatoes,2600.0,78.9,9,1,2074.53,0
Rohtak Grain Market,Tomatoes,2500.0,78.9,9,2,1868.7,0
Rohtak Grain Market,Tomatoes,1890.0,73.0,9,10,700.9,2
Rohtak Grain Market,Tomatoes,2375.0,87.2,8,1,1842.22,0
Rohtak Grain Market,Tomatoes,1950.0,57.5,9,2,1473.81,0
Rohtak Grain Market,Tomatoes,3000.0,80.1,10,4,1960.46,2
Rohtak Grain Market,Tomatoes,1000.0,74.2,10,6,413.5,2
Rohtak Grain Market,Tomatoes,1800.0,82.6,10,2,1225.22,0
Rohtak Grain Market,Tomatoes,2100.0,85.8,9,6,1130.2,2
Rohtak Grain Market,Tomatoes,2500.0,87.7,9,7,1278.43,2
Rohtak Grain Market,Tomatoes,4500.0,63.7,10,4,3133.75,2
Rohtak Grain Market,Tomatoes,1979.0,61.5,8,7,1104.01,2
Rohtak Grain Market,Tomatoes,3200.0,66.3,8,10,1475.58,2
Rohtak Grain Market,Tomatoes,4100.0,74.5,9,2,3285.01,2
Rohtak Grain Market,Tomatoes,2600.0,76.6,9,1,2084.32,0
Rohtak Grain Market,Tomatoes,1550.0,74.0,9,0,1186.0,0
Rohtak Grain Market,Tomatoes,1650.0,67.0,9,10,605.13,2
Rohtak Grain Market,Tomatoes,1000.0,59.8,9,1,672.51,0
Rohtak Grain Market,Tomatoes,3900.0,89.4,10,5,2393.79,2
Rohtak Grain Market,Tomatoes,2700.0,61.5,9,8,1345.73,2
Rohtak Grain Market,Tomatoes,2500.0,77.9,10,6,1343.65,2
Rohtak Grain Market,Tomatoes,2500.0,74.8,9,2,1885.15,0
Rohtak Grain Market,Tomatoes,1800.0,89.7,10,1,1278.73,0
Rohtak Grain Market,Tomatoes,2750.0,70.6,9,5,1735.43,2
Rohtak Grain Market,Tomatoes,3000.0,80.8,10,3,2112.65,2
Rohtak Grain Market,Tomatoes,1800.0,60.2,9,7,928.71,2
Rohtak Grain Market,Tomatoes,1850.0,76.4,9,8,834.51,2
Rohtak Grain Market,Tomatoes,4400.0,84.5,10,7,2280.42,2
Rohtak Grain Market,Tomatoes,4500.0,84.9,10,4,3061.24,2
Rohtak Grain Market,Tomatoes,2600.0,90.0,9,1,2027.28,0
Rohtak Grain Market,Tomatoes,1810.0,74.2,9,4,1128.88,2
Rohtak Grain Market,Tomatoes,2900.0,74.1,10,9,1153.93,2
Rohtak Grain Market,Tomatoes,4600.0,86.1,10,7,2389.92,2
Rohtak Grain Market,Tomatoes,2900.0,70.2,10,6,1616.7,2
Rohtak Grain Market,Tomatoes,1650.0,75.6,9,8,725.22,2
Meerut Mandi,Wheat,3100.0,68.1,1,44,2010.42,2
Meerut Mandi,Wheat,2500.0,78.8,2,24,1491.92,1
Meerut Mandi,Wheat,2650.0,84.8,1,15,2016.01,1
Meerut Mandi,Wheat,2880.0,54.3,1,3,2531.65,2
Meerut Mandi,Wheat,2650.0,75.3,1,13,2082.01,0
Meerut Mandi,Wheat,2859.0,84.5,1,29,2000.22,1
Meerut Mandi,Wheat,2800.0,59.1,1,17,2225.29,1
Meerut Mandi,Wheat,2950.0,85.2,2,5,2357.14,2
Meerut Mandi,Wheat,2250.0,65.6,2,28,1268.11,1
Meerut Mandi,Wheat,2840.0,65.9,1,1,2471.73,2
Meerut Mandi,Wheat,2815.0,72.8,2,43,1176.65,2
Meerut Mandi,Wheat,2500.0,80.7,2,32,1285.5,2
Meerut Mandi,Wheat,4400.0,83.3,1,39,3015.86,2
Meerut Mandi,Wheat,2650.0,71.4,1,42,1702.22,2
Meerut Mandi,Wheat,2800.0,69.2,2,4,2315.84,2
Meerut Mandi,Wheat,2971.0,68.7,1,41,1962.23,2
Meerut Mandi,Wheat,3075.0,64.2,1,34,2168.78,2
Meerut Mandi,Wheat,2930.0,78.7,2,19,1943.32,1
Meerut Mandi,Wheat,2500.0,63.9,2,45,994.73,2
Meerut Mandi,Wheat,2725.0,66.6,2,10,2086.3,0
Meerut Mandi,Wheat,2780.0,69.1,1,34,1921.11,2
Meerut Mandi,Wheat,2925.0,59.3,2,36,1476.6,2
Meerut Mandi,Wheat,2830.0,54.1,2,31,1588.81,1
Meerut Mandi,Wheat,2790.0,81.9,1,32,1911.45,2
Meerut Mandi,Wheat,2800.0,70.6,2,15,1989.57,1
Meerut Mandi,Wheat,2685.0,63.3,2,28,1558.04,1
Meerut Mandi,Wheat,2960.0,73.8,1,4,2507.05,2
Meerut Mandi,Wheat,2938.0,77.6,1,12,2347.88,2
Meerut Mandi,Wheat,3320.0,56.3,1,45,2190.18,2
Meerut Mandi,Wheat,2800.0,60.4,1,40,1878.87,2
Meerut Mandi,Wheat,2825.0,77.5,2,24,1722.86,1
Meerut Mandi,Wheat,2675.0,54.9,1,35,1875.82,2
Meerut Mandi,Wheat,2790.0,68.4,2,38,1319.96,2
Meerut Mandi,Wheat,4000.0,59.5,2,3,3520.77,2
Meerut Mandi,Wheat,2785.0,76.9,1,12,2211.66,0
Meerut Mandi,Wheat,2760.0,76.4,1,22,2049.35,1
Meerut Mandi,Wheat,2780.0,82.5,1,21,2056.65,1
Meerut Mandi,Wheat,2685.0,87.9,1,28,1860.14,1
Meerut Mandi,Wheat,2500.0,53.9,2,6,2048.51,0
Meerut Mandi,Wheat,2775.0,58.8,1,41,1850.99,2
Meerut Mandi,Wheat,2450.0,87.5,2,8,1814.55,0
Meerut Mandi,Wheat,3075.0,86.7,1,35,2072.45,2
Meerut Mandi,Wheat,2850.0,69.9,1,1,2463.58,2
Meerut Mandi,Wheat,2972.0,75.6,2,27,1738.92,1
Meerut Mandi,Wheat,2700.0,66.1,1,39,1798.99,2
Meerut Mandi,Wheat,2845.0,55.7,2,11,2202.51,0
Meerut Mandi,Wheat,2958.0,65.5,2,31,1635.37,1
Meerut Mandi,Wheat,2848.0,77.3,1,12,2267.28,0
Meerut Mandi,Wheat,2900.0,74.0,1,42,1876.73,2
Meerut Mandi,Wheat,3075.0,74.6,2,42,1328.19,2
Meerut Mandi,Mustard,5750.0,76.2,3,38,1672.3,2
Meerut Mandi,Mustard,5600.0,75.6,3,44,1070.74,2
Meerut Mandi,Mustard,5400.0,63.4,2,21,3745.01,1
Meerut Mandi,Mustard,5750.0,76.3,3,32,2243.66,2
Meerut Mandi,Mustard,5920.0,58.5,2,26,3810.38,1
Meerut Mandi,Mustard,5810.0,69.1,2,28,3574.21,1
Meerut Mandi,Mustard,5550.0,84.2,1,15,4604.69,0
Meerut Mandi,Mustard,5690.0,71.9,2,37,2920.47,2
Meerut Mandi,Mustard,5950.0,64.1,2,30,3547.23,1
Meerut Mandi,Mustard,6050.0,60.8,3,16,4026.64,0
Meerut Mandi,Mustard,6200.0,60.6,2,11,5037.26,0
Meerut Mandi,Mustard,5800.0,85.7,2,14,4408.23,0
Meerut Mandi,Mustard,5800.0,63.0,3,34,2095.39,2
Meerut Mandi,Mustard,6010.0,62.8,2,4,5338.05,0
Meerut Mandi,Mustard,6800.0,67.2,1,31,5178.34,1
Meerut Mandi,Mustard,5750.0,74.3,2,30,3392.42,1
Meerut Mandi,Mustard,5850.0,62.4,1,11,5092.35,0
Meerut Mandi,Mustard,5950.0,80.7,3,19,3597.85,1
Meerut Mandi,Mustard,5740.0,66.9,2,28,3535.24,1
Meerut Mandi,Mustard,5800.0,78.4,2,7,4883.38,0
Meerut Mandi,Mustard,5650.0,76.6,2,38,2824.61,2
Meerut Mandi,Mustard,5800.0,72.5,3,39,1596.61,2
Meerut Mandi,Mustard,5915.0,55.8,2,43,2684.07,2
Meerut Mandi,Mustard,6010.0,55.4,2,22,4151.41,1
Meerut Mandi,Mustard,5920.0,74.6,2,24,3891.72,1
Meerut Mandi,Mustard,5650.0,67.8,2,19,4039.03,1
Meerut Mandi,Mustard,6010.0,88.0,2,16,4438.99,0
Meerut Mandi,Mustard,5650.0,63.0,2,44,2479.65,2
Meerut Mandi,Mustard,6050.0,66.1,2,35,3266.3,2
Meerut Mandi,Mustard,6100.0,61.3,3,37,1904.52,2
Meerut Mandi,Mustard,5721.0,87.5,2,33,3148.55,2
Meerut Mandi,Mustard,6120.0,71.7,2,11,4925.86,0
Meerut Mandi,Mustard,6080.0,79.1,3,17,3888.1,0
Meerut Mandi,Mustard,5950.0,75.4,3,5,4997.45,0
Meerut Mandi,Mustard,5800.0,70.8,2,42,2661.24,2
Meerut Mandi,Mustard,5400.0,59.3,1,11,4693.49,0
Meerut Mandi,Mustard,5875.0,64.1,2,0,5469.05,0
Meerut Mandi,Mustard,6090.0,87.4,1,23,4805.56,1
Meerut Mandi,Mustard,5945.0,54.5,3,41,1462.18,2
Meerut Mandi,Mustard,5000.0,87.3,3,32,1911.03,2
Meerut Mandi,Mustard,5600.0,70.2,3,8,4427.32,0
Meerut Mandi,Mustard,6000.0,76.7,1,12,5136.34,0
Meerut Mandi,Mustard,6100.0,65.8,1,38,4386.43,2
Meerut Mandi,Mustard,5800.0,81.0,2,6,4936.5,0
Meerut Mandi,Mustard,5920.0,71.4,2,12,4691.14,0
Meerut Mandi,Mustard,5750.0,79.1,3,10,4328.82,0
Meerut Mandi,Mustard,6010.0,61.5,3,28,2784.07,1
Meerut Mandi,Mustard,5450.0,87.2,3,12,3879.7,0
Meerut Mandi,Mustard,5800.0,88.6,3,6,4714.49,0
Meerut Mandi,Mustard,6050.0,66.2,1,1,5597.31,2
Meerut Mandi,Potatoes,2900.0,85.2,4,28,806.42,2
Meerut Mandi,Potatoes,2200.0,56.3,5,18,875.22,1
Meerut Mandi,Potatoes,2800.0,71.1,5,6,1987.72,2
Meerut Mandi,Potatoes,1650.0,74.9,4,5,1126.36,0
Meerut Mandi,Potatoes,3250.0,73.2,3,27,1467.78,2
Meerut Mandi,Potatoes,1700.0,70.9,3,0,1346.95,0
Meerut Mandi,Potatoes,1750.0,77.1,4,17,809.89,1
Meerut Mandi,Potatoes,1100.0,69.1,3,0,767.05,0
Meerut Mandi,Potatoes,2100.0,70.5,3,19,1145.41,1
Meerut Mandi,Potatoes,2220.0,80.3,4,30,507.99,2
Meerut Mandi,Potatoes,2440.0,80.0,3,25,1117.16,2
Meerut Mandi,Potatoes,1950.0,74.4,3,24,895.28,2
Meerut Mandi,Potatoes,2050.0,73.8,3,3,1586.35,2
Meerut Mandi,Potatoes,1800.0,82.3,3,12,1092.62,0
Meerut Mandi,Potatoes,1760.0,67.1,3,25,782.57,2
Meerut Mandi,Potatoes,1400.0,53.8,4,23,506.2,2
Meerut Mandi,Potatoes,2480.0,75.9,4,15,1336.86,1
Meerut Mandi,Potatoes,2300.0,85.8,3,27,960.1,2
Meerut Mandi,Potatoes,1570.0,73.5,3,18,816.51,1
Meerut Mandi,Potatoes,1700.0,85.6,4,27,450.84,2
Meerut Mandi,Potatoes,1750.0,77.0,4,16,843.0,1
Meerut Mandi,Potatoes,5000.0,78.8,3,25,2499.97,2
Meerut Mandi,Potatoes,900.0,81.3,4,23,231.24,2
Meerut Mandi,Potatoes,3750.0,67.1,5,16,1753.99,2
Meerut Mandi,Potatoes,1650.0,67.3,5,13,801.63,1
